tweets,quote_status,language,favorite_count,retweet_count,time,id,processed_text,cleaned_tweets,neg,neu,pos
Don’t you wonder though why these major pages are so supportive? Are they trying to make people comfortable shipping them? I’ve seen reactors ask audiences not to be cancelled for their reaction! Did all ships get this social media backing? We don’t need it. #Barchie #Riverdale,False,en,0,0,2021-03-03 00:54:54,1366914948232843273,"['wonder', 'though', 'major', 'pages', 'supportive', 'trying', 'make', 'people', 'comfortable', 'shipping', 'seen', 'reactors', 'ask', 'audiences', 'cancelled', 'reaction', 'ships', 'get', 'social', 'media', 'backing', 'need', 'barchie', 'riverdale']",don’t you wonder though why these major pages are so supportive? are they trying to make people comfortable shipping them? i’ve seen reactors ask audiences not to be cancelled for their reaction! did all ships get this social media backing? we don’t need it. barchie riverdale,0.0,0.0,1.0
RT @ThatsRiverdale: “Barchie is just sex”ppl CHOOSING to ignore everything that happened up until season 5. Ba isn’t dating or confessing f…,False,en,0,1,2021-03-03 00:52:35,1366914363890700288,"['barchie', 'sex', 'ppl', 'choosing', 'ignore', 'everything', 'happened', 'season', '5', 'ba', 'dating', 'confessing', 'f']",rt : “barchie is just sex”ppl choosing to ignore everything that happened up until season 5. ba isn’t dating or confessing f…,0.0,0.0,1.0
"“Barchie is just sex”ppl CHOOSING to ignore everything that happened up until season 5. Ba isn’t dating or confessing feelings, what exactly is being rushed?Fwb sets a steady pace bc they can be together without having to deal with the scary stuff yet, their fear of getting hurt! https://t.co/xbbzaZz17h",False,en,12,1,2021-03-03 00:52:15,1366914281514684420,"['barchie', 'sex', 'ppl', 'choosing', 'ignore', 'everything', 'happened', 'season', '5', 'ba', 'dating', 'confessing', 'feelings', 'exactly', 'rushed', 'fwb', 'sets', 'steady', 'pace', 'bc', 'together', 'without', 'deal', 'scary', 'stuff', 'yet', 'fear', 'getting', 'hurt']","“barchie is just sex”ppl choosing to ignore everything that happened up until season 5. ba isn’t dating or confessing feelings, what exactly is being rushed?fwb sets a steady pace bc they can be together without having to deal with the scary stuff yet, their fear of getting hurt! ",0.0,0.0,1.0
RT @hcssandras: barchie had four seasons of development and over two decades of friendship before they fucked? who you calling rushed?,True,en,0,1,2021-03-03 00:51:49,1366914174408916992,"['barchie', 'four', 'seasons', 'development', 'two', 'decades', 'friendship', 'fucked', 'calling', 'rushed']",rt : barchie had four seasons of development and over two decades of friendship before they fucked? who you calling rushed?,0.0,0.0,1.0
"@lightinaugust @slowburnsftw Poor Veronica if she thinks they can just pick up where they left off 😭😭 She’s going to end up second guessing every time barchie interacts, and who can blame her? Why do Varchie fans want this for her? Veronica deserves better!",False,en,3,0,2021-03-03 00:50:01,1366913718236426242,"['poor', 'veronica', 'thinks', 'pick', 'left', 'going', 'end', 'second', 'guessing', 'every', 'time', 'barchie', 'interacts', 'blame', 'varchie', 'fans', 'want', 'veronica', 'deserves', 'better']","  poor veronica if she thinks they can just pick up where they left off :loudly crying face::loudly crying face: she’s going to end up second guessing every time barchie interacts, and who can blame her? why do varchie fans want this for her? veronica deserves better!",0.0,0.0,1.0
RT @bcttystoni: it's so ironic how varchie five stans saying barchie is just s3x lol https://t.co/2RnfYqDAaF,False,en,0,8,2021-03-03 00:49:02,1366913472336977925,"['ironic', 'varchie', 'five', 'stans', 'saying', 'barchie', 's3x', 'lol']",rt : it's so ironic how varchie five stans saying barchie is just s3x lol ,0.0,0.0,1.0
"RT @barchie2021: Archie looking at the love of his life: 
#barchie https://t.co/0g1Xg75vbT",False,en,0,8,2021-03-03 00:48:58,1366913457476558851,"['archie', 'looking', 'love', 'life', 'barchie']","rt : archie looking at the love of his life: 
barchie ",0.1111111111111111,0.0,0.8888888888888888
RT @guaidolce: Which one? #Riverdale #varchie #Barchie,False,en,0,50,2021-03-03 00:48:22,1366913306410291200,"['one', 'riverdale', 'varchie', 'barchie']",rt : which one? riverdale varchie barchie,0.0,0.0,1.0
@bettyarchics barchie: the endgame ship of betty cooper and archie andrews o... https://t.co/2EDscBQtwp https://t.co/B5BkjNSsms,False,en,7,0,2021-03-03 00:47:55,1366913192430088194,"['barchie', 'endgame', 'ship', 'betty', 'cooper', 'archie', 'andrews']", barchie: the endgame ship of betty cooper and archie andrews o...  ,0.2142857142857143,0.2142857142857143,0.5714285714285715
"RT @cherisseng: Just when I thought #Riverdale is going nowhere, #Barchie finally happened. Now I have all the reasons to watch every episo…",False,en,0,27,2021-03-03 00:40:22,1366911292460646403,"['thought', 'riverdale', 'going', 'nowhere', 'barchie', 'finally', 'happened', 'reasons', 'watch', 'every', 'episo']","rt : just when i thought riverdale is going nowhere, barchie finally happened. now i have all the reasons to watch every episo…",0.0,0.0,1.0
RT @vcrchies: not barchie oomfs saying varchie is just sex..,False,en,0,1,2021-03-03 00:34:36,1366909838899478533,"['barchie', 'oomfs', 'saying', 'varchie', 'sex']",rt : not barchie oomfs saying varchie is just sex..,0.0,0.0,1.0
RT @barchie2021: BETTY WAS THERE TO SEE ARCHIE. SHE WAS ASKING IF JUGHEAD WAS HOME TO CHECK IF THEY WERE GOING TO BE ALONE. #riverdale #bar…,False,en,0,2,2021-03-03 00:34:18,1366909763381063680,"['betty', 'see', 'archie', 'asking', 'jughead', 'home', 'check', 'going', 'alone', 'riverdale', 'bar']",rt : betty was there to see archie. she was asking if jughead was home to check if they were going to be alone. riverdale bar…,0.0,0.0,1.0
RT @MegBonneyWriter: Now they are pretending to date!!?!!!!! #Barchie #Riverdale season 4 https://t.co/lTlC1l2fkM,False,en,0,26,2021-03-03 00:34:02,1366909696599326720,"['pretending', 'date', 'barchie', 'riverdale', 'season', '4']",rt : now they are pretending to date!!?!!!!! barchie riverdale season 4 ,0.0,0.0,1.0
I don’t stan barchie BUT CHILE DONT BE TALKING OUT YA ASS HELPPP https://t.co/CFVDCKhe5A,True,en,0,0,2021-03-03 00:33:37,1366909593415274497,"['stan', 'barchie', 'chile', 'dont', 'talking', 'ya', 'ass', 'helppp']",i don’t stan barchie but chile dont be talking out ya ass helppp ,0.0,0.0,1.0
"RT @Chingch1me: Anyways, I knew that barchie hooked up but was too busy to tweet about them. I support this storyline so much, waited since…",False,en,0,5,2021-03-03 00:33:27,1366909548846600195,"['anyways', 'knew', 'barchie', 'hooked', 'busy', 'tweet', 'support', 'storyline', 'much', 'waited', 'since']","rt : anyways, i knew that barchie hooked up but was too busy to tweet about them. i support this storyline so much, waited since…",0.0,0.0,1.0
RT @bar_endgame: I hope Jughead narrates a line like that in the future #Riverdale #Barchie @CW_Riverdale @ArchieComics https://t.co/bc9Ihv…,False,en,0,1,2021-03-03 00:33:05,1366909457716944902,"['hope', 'jughead', 'narrates', 'line', 'like', 'future', 'riverdale', 'barchie']",rt  endgame: i hope jughead narrates a line like that in the future riverdale barchie  riverdale  ,0.06666666666666667,0.0,0.9333333333333333
@barcheated and barchie still won https://t.co/mev3llzKg6,False,en,2,0,2021-03-03 00:32:50,1366909396811448320,"['barchie', 'still']", and barchie still won ,0.0,0.0,1.0
"RT @BingeRiverdale: In a February 2020 video for BuzzFeed, KJ Apa, Archie, declared his belief that the idea of Archie and Betty being endg…",False,en,0,1,2021-03-03 00:32:43,1366909364112678914,"['february', '2020', 'video', 'buzzfeed', 'kj', 'apa', 'archie', 'declared', 'belief', 'idea', 'archie', 'betty', 'endg']","rt : in a february 2020 video for buzzfeed, kj apa, archie, declared his belief that the idea of archie and betty being endg…",0.0,0.0,1.0
RT @RoselynKate15: Loving their hair contrast 😍 #barchie #Riverdale,True,en,0,0,2021-03-03 00:32:33,1366909324556140552,"['loving', 'hair', 'contrast', 'barchie', 'riverdale']",rt : loving their hair contrast :smiling face with heart-eyes: barchie riverdale,0.0,0.0,1.0
"RT @stephanieppot: ✨ NEW #BARCHIE VIDEO ✨ They are unreal, I’m obsessed! #BARCHIETIMEJUMP #BarchieSeason5 #BarchieRising #Riverdale

▶ http…",False,en,0,3,2021-03-03 00:32:14,1366909244562436097,"['new', 'barchie', 'video', 'unreal', 'obsessed', 'barchietimejump', 'barchieseason5', 'barchierising', 'riverdale']","rt : :sparkles: new barchie video :sparkles: they are unreal, i’m obsessed! barchietimejump barchieseason5 barchierising riverdale

:play button: http…",0.0,0.0,1.0
RT @itstheremixbabe: Ok for those that say that Archie doesn’t know how to comfort Betty eggsplain this 😌😌. Plz point me to a moment where…,False,en,0,1,2021-03-03 00:32:08,1366909218733883392,"['ok', 'say', 'archie', 'know', 'comfort', 'betty', 'eggsplain', 'plz', 'point', 'moment']",rt : ok for those that say that archie doesn’t know how to comfort betty eggsplain this :relieved face::relieved face:. plz point me to a moment where…,0.0,0.0,1.0
RT @bar_endgame: look how happy they are even if it is just a pretend #barchie #Riverdale https://t.co/9cTwtXG0UE,False,en,0,1,2021-03-03 00:31:57,1366909174198722561,"['look', 'happy', 'even', 'pretend', 'barchie', 'riverdale']",rt  endgame: look how happy they are even if it is just a pretend barchie riverdale ,0.06666666666666667,0.0,0.9333333333333333
"RT @danysreign: no thoughts, head full of barchie lovingly looking at each other #Riverdale https://t.co/emBi7K0ghf",False,en,0,4,2021-03-03 00:31:52,1366909151742427137,"['thoughts', 'head', 'full', 'barchie', 'lovingly', 'looking', 'riverdale']","rt : no thoughts, head full of barchie lovingly looking at each other riverdale ",0.0,0.0,1.0
RT @FernandaSocola: It was clear that Betty said in a polite way that V and J were an obstacle in high school to do what they are doing now…,False,en,0,2,2021-03-03 00:31:49,1366909139176353792,"['clear', 'betty', 'said', 'polite', 'way', 'v', 'j', 'obstacle', 'high', 'school']",rt : it was clear that betty said in a polite way that v and j were an obstacle in high school to do what they are doing now…,0.0,0.0,1.0
"RT @rubyjan69055059: These two melt my heart ❤️🤍😍😘

#Barchie #betty #archie #endgame #Riverdale https://t.co/qPEj1edL9N",False,en,0,1,2021-03-03 00:31:03,1366908948306153479,"['two', 'melt', 'heart', 'barchie', 'betty', 'archie', 'endgame', 'riverdale']","rt : these two melt my heart :red heart::white heart::smiling face with heart-eyes::face blowing a kiss:

barchie betty archie endgame riverdale ",0.06666666666666667,0.0,0.9333333333333333
RT @TvshipsA: Okay I’m LITERALLY DEAD AFTER THIS EPISODE #Riverdale #Barchie https://t.co/8DXZnxRuKs,False,en,0,1,2021-03-03 00:30:32,1366908817364115456,"['okay', 'literally', 'dead', 'episode', 'riverdale', 'barchie']",rt : okay i’m literally dead after this episode riverdale barchie ,0.0,0.0,1.0
RT @alloutfandom: Rt for #Barchie on #Riverdale in the car https://t.co/zbsojoUWsL,False,en,0,2,2021-03-03 00:30:27,1366908794404564993,"['barchie', 'riverdale', 'car']",rt : rt for barchie on riverdale in the car ,0.0,0.0,1.0
"RT @Barchies3: #Barchie #Riverdale 

I don't understand how Bughead stans' brains work https://t.co/TM0dRn6uAu",False,en,0,1,2021-03-03 00:30:15,1366908745599574028,"['barchie', 'riverdale', 'understand', 'bughead', 'stans', 'brains', 'work']","rt : barchie riverdale 

i don't understand how bughead stans' brains work ",0.0,0.0,1.0
"RT @WeAreInOur20s: ˜”*°•.˜”*°• My OTPs •°*”˜.•°*”˜

Archie &amp; Betty #Barchie #Riverdale 

Kyle &amp; Summer  #Skyle #YR https://t.co/A2roe3qC2Y",False,en,0,4,2021-03-03 00:30:10,1366908722430279686,"['otps', 'archie', 'amp', 'betty', 'barchie', 'riverdale', 'kyle', 'amp', 'summer', 'skyle', 'yr']","rt : ˜”*°•.˜”*°• my otps •°*”˜.•°*”˜

archie &amp; betty barchie riverdale 

kyle &amp; summer  skyle yr ",0.0,0.0,1.0
RT @TeamSteffy08: Betty and Archie are so hot together. 😍🔥#Barchie #Riverdale https://t.co/tHOkGW8c0f,False,en,0,2,2021-03-03 00:30:02,1366908689777623041,"['betty', 'archie', 'hot', 'together', 'barchie', 'riverdale']",rt : betty and archie are so hot together. :smiling face with heart-eyes::fire:barchie riverdale ,0.09090909090909091,0.0,0.9090909090909091
"RT @kat__writes: Archie doesn’t care about Betty; he hasn’t asked about Polly, they aren’t even friends!”

Holy ignoring of canon, Batman.…",False,en,0,96,2021-03-03 00:29:54,1366908655266902025,"['archie', 'care', 'betty', 'asked', 'polly', 'even', 'friends', 'holy', 'ignoring', 'canon', 'batman']","rt   writes: archie doesn’t care about betty; he hasn’t asked about polly, they aren’t even friends!”

holy ignoring of canon, batman.…",0.0,0.0,1.0
RT @BellwardDelena: things are still going hot and heavy with #Barchie #Riverdale https://t.co/g9mS3xwse3,False,en,0,1,2021-03-03 00:29:51,1366908644508520449,"['things', 'still', 'going', 'hot', 'heavy', 'barchie', 'riverdale']",rt : things are still going hot and heavy with barchie riverdale ,0.09090909090909091,0.0,0.9090909090909091
RT @RisingBarchie: One hot power couple 🥵🔥 #Barchie #Riverdale https://t.co/myYluNW4EJ,False,en,0,1,2021-03-03 00:29:44,1366908613835554823,"['one', 'hot', 'power', 'couple', 'barchie', 'riverdale']",rt : one hot power couple :hot face::fire: barchie riverdale ,0.14285714285714285,0.0,0.8571428571428571
RT @bar_endgame: Thank you KJ that's what I've seen too😊 #Barchie #Riverdale https://t.co/Zjkxp3obHe,False,en,0,2,2021-03-03 00:29:17,1366908500534833152,"['thank', 'kj', 'seen', 'barchie', 'riverdale']",rt  endgame: thank you kj that's what i've seen too:smiling face with smiling eyes: barchie riverdale ,0.0,0.0,1.0
me when barchie is endgame https://t.co/GD7nIkSxdz,True,en,2,0,2021-03-03 00:28:47,1366908374827347968,"['barchie', 'endgame']",me when barchie is endgame ,0.2,0.0,0.8
"RT @westallenslife: My Barchie bucket list: 
Confession of love (from both sides) 
Rain kiss 
Being official bf &amp; gf
Cute date scenes
More…",False,en,0,2,2021-03-03 00:28:23,1366908276890296322,"['barchie', 'bucket', 'list', 'confession', 'love', 'sides', 'rain', 'kiss', 'official', 'bf', 'amp', 'gf', 'cute', 'date', 'scenes']","rt : my barchie bucket list: 
confession of love (from both sides) 
rain kiss 
being official bf &amp; gf
cute date scenes
more…",0.047619047619047616,0.0,0.9523809523809523
RT @alloutfandom: That #barchie kiss was hot #Riverdale https://t.co/5Mv70uuds1,False,en,0,2,2021-03-03 00:28:07,1366908209185902594,"['barchie', 'kiss', 'hot', 'riverdale']",rt : that barchie kiss was hot riverdale ,0.14285714285714285,0.0,0.8571428571428571
RT @barchiethoughts: Momentarily moving away from Barchie  just to say I love this Polly search party! #riverdale https://t.co/VnsfbVo2Bh,False,en,0,0,2021-03-03 00:28:01,1366908184825368578,"['momentarily', 'moving', 'away', 'barchie', 'say', 'love', 'polly', 'search', 'party', 'riverdale']",rt : momentarily moving away from barchie  just to say i love this polly search party! riverdale ,0.0625,0.0,0.9375
"RT @Annahi130: This scene is so funny
#Barchie #Riverdale https://t.co/TQ9X3CqmhQ",False,en,0,2,2021-03-03 00:27:59,1366908172896772098,"['scene', 'funny', 'barchie', 'riverdale']","rt : this scene is so funny
barchie riverdale ",0.0,0.0,1.0
"RT @Annahi130: Idk why but Archies face made me laugh 
#Barchie #Riverdale https://t.co/y9n16Wwzbv",False,en,0,2,2021-03-03 00:27:55,1366908158665502724,"['idk', 'archies', 'face', 'made', 'laugh', 'barchie', 'riverdale']","rt : idk why but archies face made me laugh 
barchie riverdale ",0.0,0.0,1.0
RT @lovebarchie_: SO obsessed with them 😭 #riverdale #barchie https://t.co/XZAdlZUIs1,False,en,0,1,2021-03-03 00:27:53,1366908148645249027,"['obsessed', 'riverdale', 'barchie']",rt  : so obsessed with them :loudly crying face: riverdale barchie ,0.0,0.0,1.0
"RT @colourfangirl: Breathless 🔥
#Barchie #Riverdale  https://t.co/LF5hXwCsm7",False,en,0,3,2021-03-03 00:27:39,1366908092525539331,"['breathless', 'barchie', 'riverdale']","rt : breathless :fire:
barchie riverdale  ",0.0,0.0,1.0
RT @_Noah_Krueger_: THEEE BEST SCENE IN RIVERDALE HISTORY!!😭🥵🔥🔥🔥 #Barchie #Riverdale,True,en,0,2,2021-03-03 00:27:29,1366908047705186304,"['noah', 'krueger', 'theee', 'best', 'scene', 'riverdale', 'history', 'barchie', 'riverdale']",rt  theee best scene in riverdale history!!:loudly crying face::hot face::fire::fire::fire: barchie riverdale,0.0,0.0,1.0
RT @AttaBoyBikash: Archie is always ready for Betty &amp; we're all loving this #Barchie moment #Riverdale ! https://t.co/gvZYIlo552,False,en,0,5,2021-03-03 00:27:26,1366908037659844608,"['archie', 'always', 'ready', 'betty', 'amp', 'loving', 'barchie', 'moment', 'riverdale']",rt : archie is always ready for betty &amp; we're all loving this barchie moment riverdale ! ,0.0,0.0,1.0
RT @retywie: THAT'S IT! THAT'S THE LOOK OF LONGING FOR LOVE. HE'S SO SOFT WITH BETTY. AND HE'S SO IN LOVE. ARCH.. YOU'RE SO F*CK UP 🤭🤭😍😍 #B…,True,en,0,2,2021-03-03 00:27:24,1366908028470099973,"['look', 'longing', 'love', 'soft', 'betty', 'love', 'arch', 'f', 'ck', 'b']",rt : that's it! that's the look of longing for love. he's so soft with betty. and he's so in love. arch.. you're so f*ck up :face with hand over mouth::face with hand over mouth::smiling face with heart-eyes::smiling face with heart-eyes: b…,0.05555555555555555,0.0,0.9444444444444444
RT @alloutfandom: This was pretty hot #barchie in the classic car #Riverdale https://t.co/W254Bk4Tkk,False,en,0,1,2021-03-03 00:27:14,1366907986191482881,"['pretty', 'hot', 'barchie', 'classic', 'car', 'riverdale']",rt : this was pretty hot barchie in the classic car riverdale ,0.09090909090909091,0.0,0.9090909090909091
RT @Karrywood123: Ugh so soft. I love them #Barchie #Riverdale https://t.co/qBiUy7KS0r,False,en,0,2,2021-03-03 00:26:44,1366907860551151624,"['ugh', 'soft', 'love', 'barchie', 'riverdale']",rt : ugh so soft. i love them barchie riverdale ,0.1111111111111111,0.0,0.8888888888888888
RT @alloutfandom: Those sexy i want you looks and the hand touch in this scene and bettys smile #Barchie #Riverdale https://t.co/aCQobpd2AN,False,en,0,0,2021-03-03 00:26:34,1366907816531918849,"['sexy', 'want', 'looks', 'hand', 'touch', 'scene', 'bettys', 'smile', 'barchie', 'riverdale']",rt : those sexy i want you looks and the hand touch in this scene and bettys smile barchie riverdale ,0.05263157894736842,0.0,0.9473684210526315
"RT @Barchiting: If they are not Riverdale's love story, then why this? #Barchie #Riverdale https://t.co/gWQFXeC8Xu",False,en,0,2,2021-03-03 00:26:23,1366907772495941637,"['riverdale', 'love', 'story', 'barchie', 'riverdale']","rt : if they are not riverdale's love story, then why this? barchie riverdale ",0.07692307692307693,0.0,0.9230769230769231
"RT @FernandaSocola: In the photo Archie looks flirty and we know who puts it like that😏🙌 
#Barchie #Riverdale https://t.co/GWLyIwn12m",True,en,0,0,2021-03-03 00:26:18,1366907751004274690,"['photo', 'archie', 'looks', 'flirty', 'know', 'puts', 'like', 'barchie', 'riverdale']","rt : in the photo archie looks flirty and we know who puts it like that:smirking face::raising hands: 
barchie riverdale ",0.125,0.0,0.875
"RT @crimsonclover90: @CW_Riverdale Iconic duo outselling like we always knew they would. #Barchie #Riverdale

https://t.co/fAZuWJYVAf",False,en,0,1,2021-03-03 00:26:05,1366907696771964929,"['iconic', 'duo', 'outselling', 'like', 'always', 'knew', 'would', 'barchie', 'riverdale']","rt :  riverdale iconic duo outselling like we always knew they would. barchie riverdale

",0.07692307692307693,0.0,0.9230769230769231
"RT @barchie2021: I don't care what anyone says they love each other,
they always have. you don't look at your friends with benefits like th…",False,en,0,1,2021-03-03 00:25:45,1366907612680380419,"['care', 'anyone', 'says', 'love', 'always', 'look', 'friends', 'benefits', 'like', 'th']","rt : i don't care what anyone says they love each other,
they always have. you don't look at your friends with benefits like th…",0.08333333333333333,0.0,0.9166666666666666
if i see one bughead shipper saying that barchie has no chemistry and that it’s a whole downgrade of bughead i will prosecute your ass 😗,False,en,0,0,2021-03-03 00:25:38,1366907583588667393,"['see', 'one', 'bughead', 'shipper', 'saying', 'barchie', 'chemistry', 'whole', 'downgrade', 'bughead', 'prosecute', 'ass']",if i see one bughead shipper saying that barchie has no chemistry and that it’s a whole downgrade of bughead i will prosecute your ass :kissing face:,0.0,0.0,1.0
"RT @barchanted: All I've ever heard was that they read at the same time, which could literally just mean during the same day. I've never se…",True,en,0,2,2021-03-03 00:25:35,1366907570284154882,"['ever', 'heard', 'read', 'time', 'could', 'literally', 'mean', 'day', 'never', 'se']","rt : all i've ever heard was that they read at the same time, which could literally just mean during the same day. i've never se…",0.0,0.0,1.0
"RT @tvduenthusiast: betty and archie are growing on me so fast, i love them #barchie #riverdale https://t.co/RS8YdBpuNl",False,en,0,0,2021-03-03 00:25:28,1366907541670813710,"['betty', 'archie', 'growing', 'fast', 'love', 'barchie', 'riverdale']","rt : betty and archie are growing on me so fast, i love them barchie riverdale ",0.06666666666666667,0.0,0.9333333333333333
RT @Kiimora2: I was just a bughead LAST WEEK but I don’t know the more I interact with barchie shippers and the more lili posts about barch…,False,en,0,2,2021-03-03 00:25:25,1366907527980584960,"['bughead', 'last', 'week', 'know', 'interact', 'barchie', 'shippers', 'lili', 'posts', 'barch']",rt : i was just a bughead last week but i don’t know the more i interact with barchie shippers and the more lili posts about barch…,0.0,0.0,1.0
"RT @willowiscold: I'm 26, I shouldn't care that barchie are together now, but it does, it bothers me so much! Bring #bughead back! #riverda…",False,en,0,0,2021-03-03 00:25:22,1366907516626604032,"['26', 'care', 'barchie', 'together', 'bothers', 'much', 'bring', 'bughead', 'back', 'riverda']","rt : i'm 26, i shouldn't care that barchie are together now, but it does, it bothers me so much! bring bughead back! riverda…",0.0,0.0,1.0
"RT @barchiedestiny: THEY LITERALLY WANT TO DEVOUR EACH OTHER🥵🔥

#Barchie #Riverdale https://t.co/P6aJY9srqI",False,en,0,1,2021-03-03 00:25:18,1366907499870306304,"['literally', 'want', 'devour', 'barchie', 'riverdale']","rt : they literally want to devour each other:hot face::fire:

barchie riverdale ",0.0,0.0,1.0
RT @RoselynKate15: Loved this glance❤️ #Barchie #Barchiedale #Riverdale https://t.co/fOAzRE7KT6,False,en,0,1,2021-03-03 00:25:04,1366907440478978050,"['loved', 'glance', 'barchie', 'barchiedale', 'riverdale']",rt : loved this glance:red heart: barchie barchiedale riverdale ,0.16666666666666666,0.0,0.8333333333333334
RT @bttyarchie: BARCHIE HAS 2 CAR KISS SCENES LIKE THA FUCK,False,en,0,1,2021-03-03 00:24:48,1366907371784712192,"['barchie', '2', 'car', 'kiss', 'scenes', 'like', 'tha', 'fuck']",rt : barchie has 2 car kiss scenes like tha fuck,0.1,0.0,0.9
every day we move further from 5x06 the more convinced i become that barchie is endgame so if we don’t get that...yeah im deactivating,False,en,2,0,2021-03-03 00:23:45,1366907111058399235,"['every', 'day', 'move', '5x06', 'convinced', 'become', 'barchie', 'endgame', 'get', 'yeah', 'im', 'deactivating']",every day we move further from 5x06 the more convinced i become that barchie is endgame so if we don’t get that...yeah im deactivating,0.10714285714285715,0.10714285714285715,0.7857142857142858
"RT @SuperheroTVcom: WATCH: Riverdale Trailer - ""Life Moves Fast""! https://t.co/geo2glIATV 

#barchie #riverdale #varchie https://t.co/bwJ0E…",False,en,0,2,2021-03-03 00:22:50,1366906877058113541,"['watch', 'riverdale', 'trailer', 'life', 'moves', 'fast', 'barchie', 'riverdale', 'varchie']","rt : watch: riverdale trailer - ""life moves fast""!  

barchie riverdale varchie ",0.0,0.0,1.0
barchie is rising and bugvarchie are bones i need y’all to understand this,False,en,16,2,2021-03-03 00:20:51,1366906378724458499,"['barchie', 'rising', 'bugvarchie', 'bones', 'need', 'understand']",barchie is rising and bugvarchie are bones i need y’all to understand this,0.0,0.0,1.0
"RT @archbctty: But I knew you'd linger like a tattoo kiss.
#Barchie #Riverdale https://t.co/vBOnVQ2yhI",False,en,0,4,2021-03-03 00:20:40,1366906335397367815,"['knew', 'linger', 'like', 'tattoo', 'kiss', 'barchie', 'riverdale']","rt : but i knew you'd linger like a tattoo kiss.
barchie riverdale ",0.08333333333333333,0.0,0.9166666666666666
